name,category,lat,lon,district,street,price,popularity,characteristic,region
Anjappar,restaurant,1.308934,103.8514018,ROCHOR,Race Course Road,32.37 - 44.54,5,"#bonding, #dining",CENTRAL
MM Restaurant & Catering,restaurant,1.3105616,103.8530703,ROCHOR,Kinta Road,38.46 - 46.18,3,"#dining, #family",CENTRAL
Teochew Traditional Steamboar Restauarant Pte Ltd,restaurant,1.2853413,103.8347179,BUKIT MERAH,Outram Road,35.96 - 50.58,3,"#dining, #family",CENTRAL
Crab Delicacy,restaurant,1.2851897,103.8347757,BUKIT MERAH,Outram Road,43.41 - 48.90,2,"#dining, #family, #social",CENTRAL
Tian Tian Seafood Restaurant,restaurant,1.2845811,103.8350051,BUKIT MERAH,Outram Road,31.80 - 39.42,4,"#dining, #family",CENTRAL
Kampong Chicken Eating House,restaurant,1.284722,103.8349491,BUKIT MERAH,Outram Road,46.40 - 58.27,4,"#date-night, #dining, #family, #luxury, #social",CENTRAL
Xin Wang,restaurant,1.3144978,103.8576464,KALLANG,Serangoon Road,40.30 - 48.77,3,"#dining, #yummy",CENTRAL
A2B Mohamed,restaurant,1.3105803,103.8545407,KALLANG,Serangoon Road,43.89 - 54.84,5,"#bonding, #date-night, #dining, #family, #pet-friendly",CENTRAL
Kaayaloram,restaurant,1.3099938,103.8551233,ROCHOR,Syed Alwi Road,45.47 - 59.09,5,"#bonding, #date-night, #dining, #pet-friendly",CENTRAL
Ponnusamy,restaurant,1.3098846,103.8552559,ROCHOR,Syed Alwi Road,42.03 - 53.84,5,"#dining, #yummy",CENTRAL
Ballaji Bha Awan,restaurant,1.3098487,103.8552882,ROCHOR,Syed Alwi Road,36.58 - 51.28,3,"#dining, #family",CENTRAL
Anjappar,restaurant,1.3098199,103.8553295,ROCHOR,Syed Alwi Road,33.75 - 39.13,1,"#dining, #family",CENTRAL
Copper Chimney,restaurant,1.3097481,103.8553942,ROCHOR,Syed Alwi Road,36.14 - 42.71,4,"#dining, #yummy",CENTRAL
Kailash Parbat,restaurant,1.3095307,103.855626,ROCHOR,Syed Alwi Road,35.00 - 49.35,5,"#dining, #family",CENTRAL
Panchtantra,restaurant,1.3091704,103.8559604,ROCHOR,Syed Alwi Road,41.10 - 46.40,5,"#bonding, #date-night, #dining, #family",CENTRAL
Spice Garden,restaurant,1.3090848,103.856046,ROCHOR,Syed Alwi Road,30.54 - 45.39,1,"#bonding, #dining, #social",CENTRAL
Sankranti,restaurant,1.3089992,103.856136,ROCHOR,Syed Alwi Road,37.37 - 44.39,2,"#dining, #family",CENTRAL
Bikaner,restaurant,1.3089125,103.8562227,ROCHOR,Syed Alwi Road,31.62 - 39.30,1,"#dining, #family, #social",CENTRAL
Raj,restaurant,1.3088774,103.8562721,ROCHOR,Syed Alwi Road,49.19 - 62.78,1,"#date-night, #dining, #family, #pet-friendly",CENTRAL
Cow & Farmer,restaurant,1.3087237,103.8564522,ROCHOR,Syed Alwi Road,43.48 - 53.72,5,"#date-night, #dining, #family",CENTRAL
Hungrayy Hiross,restaurant,1.3160071,103.8570912,KALLANG,Tessensohn Road,42.35 - 55.81,1,"#dining, #luxury, #pet-friendly, #social",CENTRAL
Zamas River Valley,restaurant,1.2951049,103.8292921,TANGLIN,River Valley Road,47.11 - 54.41,2,"#bonding, #dining, #family, #pet-friendly",CENTRAL
Five Star Hainanese Chicken RIce,restaurant,1.2952092,103.8296192,TANGLIN,River Valley Road,44.47 - 50.31,3,"#bonding, #dining",CENTRAL
Kurry Korner,restaurant,1.2952347,103.8296612,TANGLIN,River Valley Road,36.43 - 48.17,1,"#date-night, #dining",CENTRAL
Feng Ji Chicken Rice,restaurant,1.2937249,103.8423538,SINGAPORE RIVER,River Valley Road,46.12 - 54.68,1,"#dining, #luxury",CENTRAL
Peck Hoon Teng,restaurant,1.2936735,103.8424099,SINGAPORE RIVER,River Valley Road,46.99 - 57.84,2,"#date-night, #dining, #family",CENTRAL
Wang Ji,restaurant,1.3076847,103.8578359,KALLANG,Syed Alwi Road,38.79 - 43.97,2,"#bonding, #dining, #family, #luxury, #social",CENTRAL
Al Mubarah,restaurant,1.3075918,103.8579513,KALLANG,Syed Alwi Road,34.53 - 46.82,1,"#dining, #family",CENTRAL
Da Lian Traditional Noodles,restaurant,1.3074708,103.8580835,KALLANG,Syed Alwi Road,35.44 - 41.04,4,"#bonding, #dining, #family, #luxury",CENTRAL
Shan Ding,restaurant,1.3072235,103.8580853,ROCHOR,Townshend Road,46.94 - 54.62,1,"#date-night, #dining, #luxury",CENTRAL
KLT 31,restaurant,1.3062866,103.856651,ROCHOR,Kelantan Lane,37.03 - 46.49,3,"#date-night, #dining, #luxury, #pet-friendly",CENTRAL
Yan Palace Restaurant,restaurant,1.2842567,103.8462619,OUTRAM,South Bridge Road,34.36 - 46.62,5,"#bonding, #date-night, #dining, #family, #luxury, #social",CENTRAL
Chiew Kee Noodle House,restaurant,1.284098,103.8450763,OUTRAM,Upper Cross Street,31.38 - 44.80,1,"#date-night, #dining, #family, #social",CENTRAL
Chop Wah On,restaurant,1.2841225,103.8450304,OUTRAM,Upper Cross Street,45.64 - 58.99,2,"#bonding, #date-night, #dining",CENTRAL
Indo Chili,restaurant,1.2928819,103.8311514,TANGLIN,Zion Road,34.78 - 44.27,5,"#dining, #luxury, #social",CENTRAL
Rainbow Rice House,restaurant,1.2852372,103.8462968,OUTRAM,Upper Hokien Street,32.84 - 47.83,3,"#bonding, #dining",CENTRAL
Hans,restaurant,1.2855363,103.8451602,OUTRAM,New Bridge Road,49.62 - 64.59,4,"#bonding, #dining",CENTRAL
Caruso,restaurant,1.3310885,103.7961019,BUKIT TIMAH,Bukit Timah Road,33.60 - 40.36,2,"#bonding, #dining, #family, #luxury, #social",CENTRAL
Taste of India,restaurant,1.3138681,103.8541091,KALLANG,Rangoon Road,48.78 - 54.41,3,"#bonding, #dining, #family",CENTRAL
Legendary,restaurant,1.3162524,103.8533901,KALLANG,Rangoon Road,32.11 - 38.61,4,"#date-night, #dining, #family, #social",CENTRAL
Le Rida,restaurant,1.3331652,103.7903337,BUKIT TIMAH,Bukit Timah Road,46.27 - 55.14,1,"#bonding, #date-night, #dining",CENTRAL
Palani Vilas Eating House,restaurant,1.4497552,103.791504,WOODLANDS,Woodlands Industrial Park E5,41.10 - 50.61,4,"#date-night, #dining, #family, #social",NORTH
Escape Restaurant & Lounge,restaurant,1.3131632,103.8541548,ROCHOR,Rangoon Road,36.04 - 43.69,3,"#date-night, #dining, #family, #luxury",CENTRAL
Riverwalk Tandoor  Farrer Park,restaurant,1.3126411,103.8550202,KALLANG,Rangoon Road,33.87 - 45.35,3,"#dining, #luxury, #social",CENTRAL
Shanghai Pan Friend Dumpling,restaurant,1.313719,103.8598483,KALLANG,Jalan Besar,36.64 - 49.18,1,"#bonding, #dining, #family, #luxury, #social",CENTRAL
Chicken Steamboat,restaurant,1.3135703,103.8598141,KALLANG,Jalan Besar,42.08 - 50.59,4,"#dining, #family, #pet-friendly, #social",CENTRAL
Ponggol Nasi Lemak,restaurant,1.312885,103.8596251,KALLANG,Jalan Besar,31.86 - 45.90,4,"#bonding, #dining, #family, #pet-friendly",CENTRAL
Moonchild,restaurant,1.3122821,103.8595025,KALLANG,Jalan Besar,49.41 - 57.52,1,"#date-night, #dining, #pet-friendly",CENTRAL
Wednesdays Food Co.,restaurant,1.3106841,103.8585916,KALLANG,Jalan Besar,36.34 - 48.62,4,"#dining, #family",CENTRAL
Cake Spade,restaurant,1.2778099,103.8437342,OUTRAM,Tanjong Pagar Road,48.97 - 59.90,1,"#bonding, #dining, #family, #luxury",CENTRAL
Authentic Mun Chee Kee King of Pigs Organ Soup,restaurant,1.3087972,103.8573346,KALLANG,Jalan Besar,30.63 - 35.97,3,"#date-night, #dining, #family, #pet-friendly",CENTRAL
Lotus Thai Restaurant,restaurant,1.3071161,103.8562853,ROCHOR,Jalan Besar,45.29 - 53.05,2,"#bonding, #dining, #family, #luxury, #social",CENTRAL
Khim Seng Gas,restaurant,1.3069409,103.8561981,ROCHOR,Jalan Besar,45.99 - 51.89,5,"#dining, #yummy",CENTRAL
Beancurd City,restaurant,1.306764,103.8560919,ROCHOR,Jalan Besar,38.26 - 46.12,5,"#bonding, #dining, #luxury, #social",CENTRAL
The GogiJip,restaurant,1.2787282,103.8438355,OUTRAM,Tanjong Pagar Road,47.17 - 55.76,1,"#date-night, #dining, #family, #luxury",CENTRAL
Katsumata,restaurant,1.2784542,103.8433849,OUTRAM,Duxton Road,46.43 - 53.59,4,"#dining, #luxury, #pet-friendly, #social",CENTRAL
Don-Don,restaurant,1.2779133,103.8431146,OUTRAM,Duxton Road,39.28 - 49.67,2,"#dining, #family, #social",CENTRAL
A&A Banana Leaf,restaurant,1.4257065,103.8256031,MANDAI,Sembawang Road,46.60 - 53.91,2,"#dining, #family",NORTH
Monte Risaia,restaurant,1.2779909,103.8431517,OUTRAM,Duxton Road,33.00 - 47.22,2,"#dining, #yummy",CENTRAL
Curry Village,restaurant,1.2736108,103.8425595,DOWNTOWN CORE,Lim Teck Kim Road,39.48 - 52.04,2,"#dining, #social",CENTRAL
Akbar 24 Hours Restaurant,restaurant,1.2736113,103.8426788,DOWNTOWN CORE,Lim Teck Kim Road,31.83 - 39.81,5,"#bonding, #date-night, #dining, #family",CENTRAL
Kims,restaurant,1.4279425,103.8265301,MANDAI,Sembawang Road,33.52 - 40.74,2,"#date-night, #dining, #pet-friendly",NORTH
Reunion BBQ,restaurant,1.3111358,103.8592218,KALLANG,Jalan Besar,38.43 - 49.58,5,"#dining, #yummy",CENTRAL
Ernest Restaurant,restaurant,1.3107226,103.8588748,KALLANG,Jalan Besar,45.67 - 60.19,2,"#bonding, #dining, #social",CENTRAL
Quan Xiang Yuan Seafood Restaurant,restaurant,1.3097261,103.8582309,KALLANG,Jalan Besar,31.58 - 39.68,1,"#bonding, #date-night, #dining, #family",CENTRAL
Sembawang Eating House,restaurant,1.4038068,103.817936,YISHUN,Sembawang Road,33.00 - 45.46,3,"#bonding, #dining, #family, #luxury",NORTH
Siam Secret,restaurant,1.2765957,103.8359249,BUKIT MERAH,Kampong Bahru Road,43.46 - 56.77,3,"#date-night, #dining, #family, #luxury, #social",CENTRAL
Shing Boon Hwa Food Centre,restaurant,1.3047273,103.8547507,ROCHOR,Jalan Besar,42.42 - 54.96,5,"#date-night, #dining, #family, #social",CENTRAL
Restaurant Abbas,restaurant,1.3042724,103.8544696,ROCHOR,Jalan Besar,42.82 - 55.79,2,"#bonding, #dining, #family, #social",CENTRAL
Lee Tai Fu,restaurant,1.2848769,103.829354,BUKIT MERAH,Kim Tian Road,47.57 - 59.09,5,"#bonding, #dining, #pet-friendly, #social",CENTRAL
One Two Kitchen,restaurant,1.2852108,103.8293526,BUKIT MERAH,Kim Tian Road,39.44 - 51.96,4,"#bonding, #dining, #luxury",CENTRAL
Big Mama,restaurant,1.285262,103.8293527,BUKIT MERAH,Kim Tian Road,42.43 - 56.66,1,"#dining, #family",CENTRAL
Al-Jilani Restaurant,restaurant,1.3008507,103.8517581,ROCHOR,Bencoolen Street,39.27 - 49.12,1,"#dining, #yummy",CENTRAL
Nalan,restaurant,1.306574,103.8519697,ROCHOR,Serangoon Road,40.94 - 55.29,4,"#date-night, #dining, #social",CENTRAL
AZMI Restaurant,restaurant,1.3082645,103.8531008,ROCHOR,Serangoon Road,45.12 - 57.73,4,"#bonding, #date-night, #dining",CENTRAL
Kailash Parbat,restaurant,1.3080263,103.8526338,ROCHOR,Belilios Road,36.94 - 47.67,4,"#bonding, #date-night, #dining, #family, #luxury, #social",CENTRAL
Barrio by Kulto,restaurant,1.3314818,103.8075163,BUKIT TIMAH,Hillcrest Road,44.89 - 50.06,3,"#bonding, #date-night, #dining, #luxury, #pet-friendly, #social",CENTRAL
Teh Tarik Eating house,restaurant,1.3124631,103.7600346,CLEMENTI,West Coast Drive,38.85 - 47.24,3,"#dining, #family",WEST
E-Sarn Thai Corner,restaurant,1.2761551,103.7930298,QUEENSTOWN,Pasir Panjang Road,42.17 - 50.88,3,"#bonding, #date-night, #dining, #family, #social",CENTRAL
Ashmi Restaurant,restaurant,1.2761143,103.7931188,QUEENSTOWN,Pasir Panjang Road,37.96 - 43.24,4,"#bonding, #dining, #social",CENTRAL
California Pizza Kitchen,restaurant,1.3063758,103.828654,ORCHARD,Orchard Road,34.72 - 46.43,2,"#dining, #pet-friendly, #social",CENTRAL
Fayidha,restaurant,1.3243811,103.8531136,NOVENA,Kim Keat Lane,45.50 - 56.89,3,"#bonding, #date-night, #dining, #social",CENTRAL
188 Cafe,restaurant,1.323987,103.8514819,NOVENA,Balestier Road,35.79 - 47.01,4,"#dining, #yummy",CENTRAL
Go2eat,restaurant,1.3531168,103.834965,BISHAN,Upper Thomson Road,37.92 - 44.76,4,"#bonding, #date-night, #dining, #social",CENTRAL
Kian Lian,restaurant,1.3248539,103.850575,NOVENA,Balestier Road,40.70 - 46.54,3,"#bonding, #date-night, #dining",CENTRAL
Nam Kee Chicken Rice Restaurant,restaurant,1.351917,103.835215,BISHAN,Upper Thomson Road,31.14 - 37.85,5,"#bonding, #dining, #family, #social",CENTRAL
Pasta J,restaurant,1.3520122,103.8351895,BISHAN,Upper Thomson Road,33.59 - 38.74,4,"#bonding, #dining, #family, #luxury",CENTRAL
Daawat Tandoori,restaurant,1.35207,103.8351606,BISHAN,Upper Thomson Road,31.15 - 45.44,5,"#dining, #family, #social",CENTRAL
Parker,restaurant,1.3521203,103.8351418,BISHAN,Upper Thomson Road,46.38 - 61.16,2,"#bonding, #dining, #luxury, #social",CENTRAL
Kai Juan,restaurant,1.3254558,103.8496904,NOVENA,Balestier Road,39.92 - 52.18,5,"#dining, #family",CENTRAL
Open Pasta & Grill,restaurant,1.3262646,103.8457014,NOVENA,Balestier Road,48.60 - 57.25,1,"#bonding, #date-night, #dining",CENTRAL
Pen & Inc,restaurant,1.3472826,103.6799473,WESTERN WATER CATCHMENT,Nanyang Drive,32.62 - 43.36,1,"#dining, #luxury",WEST
NamNam,restaurant,1.2945669,103.8530943,DOWNTOWN CORE,North Bridge Road Raffles City,47.27 - 52.87,3,"#bonding, #dining, #social",CENTRAL
Hawker Chan,restaurant,1.2831091,103.8429241,OUTRAM,Smith Street,32.70 - 40.18,3,"#dining, #luxury, #social",CENTRAL
Song Lee Fish ball noodle,restaurant,1.3109659,103.9023853,GEYLANG,Tembeling Road,42.30 - 57.30,1,"#dining, #family",CENTRAL
Famouse Sungei Rd Trishaw Laksa,restaurant,1.285331,103.8459124,OUTRAM,BLK 531A Upper Cross St,44.48 - 50.92,5,"#bonding, #date-night, #dining",CENTRAL
Wicked Grill,restaurant,1.3047633,103.8961394,MARINE PARADE,Tanjong Katong Road,40.81 - 55.10,4,"#dining, #luxury, #social",CENTRAL
Sembawang Traditional Claypot Rice,restaurant,1.4421128,103.8236074,SEMBAWANG,Jalan Tampang,33.78 - 42.26,2,"#dining, #luxury, #social",NORTH
JJ Thai Cuisine,restaurant,1.4416393,103.8236562,SEMBAWANG,Jalan Legundi,36.96 - 42.98,3,"#bonding, #dining",NORTH
White Restaurant  Jalan Tampang,restaurant,1.4414971,103.8235502,SEMBAWANG,Jalan Tampang,37.44 - 51.36,3,"#bonding, #dining, #family, #social",NORTH
Eight Immortals Vegetarian-Admiralty Blk 678A Woodlands Ave 6 02-01.,restaurant,1.4405121,103.8017118,WOODLANDS,Woodlands Avenue 6,41.30 - 54.19,2,"#bonding, #dining, #family, #social",NORTH
The Green Hut Vegetarian (Choa Chu Kang),restaurant,1.3808903,103.7492122,CHOA CHU KANG,Choa Chu Kang Avenue 1,46.89 - 59.16,1,"#bonding, #dining, #family, #luxury, #social",WEST
Eight Immortals Vegetarian - Toa Payoh,restaurant,1.333256,103.847343,TOA PAYOH,Lorong 6 Toa Payoh,46.82 - 53.70,5,"#bonding, #dining, #family",CENTRAL
Din Tai Fung,restaurant,1.3922387,103.8952583,SENGKANG,1 Sengkang Square,42.81 - 49.52,1,"#bonding, #date-night, #dining, #family",NORTH-EAST
18 grill,restaurant,1.3362738,103.8888695,HOUGANG,Tai Seng Street,42.72 - 56.49,5,"#dining, #family",NORTH-EAST
Tsuta Japanese Soba Noodles,restaurant,1.3361996,103.8887063,HOUGANG,Tai Seng Street,42.40 - 49.39,2,"#bonding, #date-night, #dining, #family, #social",NORTH-EAST
Hawker Chan Liao Fan,restaurant,1.336176,103.8886544,HOUGANG,Tai Seng Street,46.10 - 51.26,5,"#bonding, #dining, #family, #pet-friendly",NORTH-EAST
Tim Ho Wan,restaurant,1.3358567,103.8887998,HOUGANG,Tai Seng Street,37.00 - 48.64,5,"#dining, #family",NORTH-EAST
Hei Sushi,restaurant,1.3349104,103.8891493,HOUGANG,Tai Seng Street,32.24 - 40.12,4,"#date-night, #dining, #family",NORTH-EAST
Cundhi Vegetarian,restaurant,1.331824,103.9463,BEDOK,Upper Changi Road,42.35 - 48.16,5,"#dining, #family",EAST
Kwan Inn Vegetarian Food,restaurant,1.316051,103.886261,GEYLANG,Geylang East Ave 1,32.24 - 39.42,5,"#dining, #family, #social",CENTRAL
Tanaka Vegetarian - Teck Whye,restaurant,1.378685,103.755108,CHOA CHU KANG,Teck Whye Lane,31.37 - 39.20,4,"#dining, #family, #social",WEST
Green Vegetarian inside Koufu food court Yew Tee Point - Basement  B1 (near Yew Tee MRT),restaurant,1.3971484,103.7465502,CHOA CHU KANG,Choa Chu Kang North 6,48.68 - 60.41,4,"#date-night, #dining, #social",WEST
Say Seng Tau Kwa Pau,restaurant,1.3093546,103.9018406,MARINE PARADE,Onan Road,44.03 - 49.51,1,"#date-night, #dining, #social",CENTRAL
Beach Road Hainanese Scissors-Cut Curry Rice,restaurant,1.3095121,103.8577982,KALLANG,Jalan Besar,42.46 - 50.13,5,"#bonding, #dining, #family, #luxury, #social",CENTRAL
East Ocean Restaurant,restaurant,1.3022761,103.8347626,ORCHARD,Orchard Road,30.59 - 39.10,2,"#bonding, #date-night, #dining, #family, #luxury, #pet-friendly, #social",CENTRAL
Teppankyaki Hamburg,restaurant,1.2773609,103.8447315,OUTRAM,Peck Seah Street,44.51 - 53.89,1,"#dining, #family",CENTRAL
Blue Ocean Kopi & Toast,restaurant,1.3469031,103.6800377,WESTERN WATER CATCHMENT,Nanyang Drive,31.51 - 43.35,5,"#date-night, #dining, #family",WEST
Pizza Hut,restaurant,1.3921992,103.8952922,SENGKANG,Sengkang Square,47.77 - 59.75,5,"#bonding, #date-night, #dining, #family, #social",NORTH-EAST
Swensens,restaurant,1.3921987,103.8952356,SENGKANG,Sengkang Square,30.22 - 35.73,3,"#bonding, #dining, #family, #social",NORTH-EAST
Tuk Tuk Cha Treasures,restaurant,1.3922592,103.8949172,SENGKANG,Sengkang Square,32.62 - 39.30,1,"#dining, #pet-friendly",NORTH-EAST
Xian Seafood Village,restaurant,1.3868605,103.8293983,ANG MO KIO,Tagore Lane,40.44 - 52.36,4,"#dining, #family",NORTH-EAST
Hong Xiang,restaurant,1.2895589,103.8273306,BUKIT MERAH,Havelock Road,45.45 - 54.03,1,"#bonding, #dining, #family",CENTRAL
Lian Eng Hwa,restaurant,1.28952,103.8274272,BUKIT MERAH,Havelock Road,48.08 - 55.98,4,"#dining, #family",CENTRAL
Liang Kee,restaurant,1.2894543,103.827568,BUKIT MERAH,Havelock Road,33.71 - 44.62,3,"#bonding, #dining, #family, #social",CENTRAL
Chingu BBQ Korean,restaurant,1.2893953,103.8277115,BUKIT MERAH,Havelock Road,44.25 - 50.19,2,"#dining, #yummy",CENTRAL
Poh Huat,restaurant,1.289331,103.827855,BUKIT MERAH,Havelock Road,36.17 - 42.22,1,"#bonding, #date-night, #dining, #family",CENTRAL
Quan Le Yan Seafood,restaurant,1.2893055,103.8279019,BUKIT MERAH,Havelock Road,40.75 - 55.60,2,"#bonding, #dining, #family, #social",CENTRAL
Mu Liang Zai Liang Kee,restaurant,1.2892894,103.8279489,BUKIT MERAH,Havelock Road,36.54 - 50.41,5,"#bonding, #dining, #family, #luxury, #pet-friendly, #social",CENTRAL
Kheng Nan Lee Teochew Porridge,restaurant,1.2892639,103.8279958,BUKIT MERAH,Havelock Road,43.51 - 53.87,3,"#dining, #yummy",CENTRAL
Lim Joo Hin Eating House,restaurant,1.2892411,103.8280441,BUKIT MERAH,Havelock Road,34.80 - 42.49,3,"#bonding, #dining, #social",CENTRAL
Xian Seafood Village,restaurant,1.3868279,103.8294329,ANG MO KIO,Tagore Lane,37.98 - 51.44,1,"#bonding, #dining, #family, #luxury",NORTH-EAST
Arputha Vilas,restaurant,1.3053779,103.9030017,MARINE PARADE,Ceylon Road,31.80 - 40.26,1,"#bonding, #dining, #family, #social",CENTRAL
Broadway Kopitiam,restaurant,1.4045914,103.9088893,PUNGGOL,Punggol Drive,35.70 - 50.54,1,"#dining, #luxury",NORTH-EAST
Two men bagels,restaurant,1.2748822,103.8444788,DOWNTOWN CORE,Enggor Street,49.25 - 63.84,2,"#dining, #family, #social",CENTRAL
Fleurette,restaurant,1.3175444,103.8529779,KALLANG,Rangoon Road,49.62 - 55.46,4,"#date-night, #dining, #family, #social",CENTRAL
Guan Hoe Soon,restaurant,1.3122298,103.9002317,GEYLANG,Joo Chiat Road,49.23 - 57.63,2,"#bonding, #dining, #social",CENTRAL
Open Farm Community,restaurant,1.3057982,103.8155057,TANGLIN,Minden Road,42.74 - 48.72,2,"#bonding, #dining, #family",CENTRAL
TwentyFive Degrees,restaurant,1.3007398,103.8516436,ROCHOR,Middle Road,39.87 - 49.92,5,"#bonding, #dining, #family, #social",CENTRAL
Spicy House Hot Pot,restaurant,1.2898204,103.8438862,SINGAPORE RIVER,Merchant Road,49.99 - 56.23,3,"#bonding, #dining, #family",CENTRAL
Ribs Wings Burgers,restaurant,1.3541199,103.6881311,WESTERN WATER CATCHMENT,Nanyang Crescent,42.04 - 49.77,2,"#bonding, #date-night, #dining, #family, #social",WEST
Top Pot- Steamboat & Mookata,restaurant,1.3540192,103.6881309,WESTERN WATER CATCHMENT,Nanyang Crescent,45.64 - 58.54,4,"#bonding, #date-night, #dining",WEST
Ya Hua Bah Kut Teh Eating House,restaurant,1.2893302,103.8320905,BUKIT MERAH,Havelock Road,40.34 - 51.63,1,"#bonding, #dining, #luxury, #social",CENTRAL
Murugappa,restaurant,1.3065704,103.8522521,ROCHOR,Upper Dickson Road,41.64 - 48.47,4,"#bonding, #dining, #family",CENTRAL
Beyond The Dough Pizzeria,restaurant,1.3027263,103.8578918,ROCHOR,Arab Street,48.31 - 59.75,1,"#bonding, #dining, #family",CENTRAL
Ananda Kitchen,restaurant,1.3541209,103.6877749,WESTERN WATER CATCHMENT,60 Nanyang Crescent,36.87 - 45.13,4,"#dining, #family",WEST
Dim Sum Wen Dao Shi,restaurant,1.3141353,103.8784434,GEYLANG,Sims Avenue,37.97 - 49.95,5,"#date-night, #dining, #family, #pet-friendly",CENTRAL
Dim Sum Haus,restaurant,1.305052,103.8548739,ROCHOR,Jalan Besar,35.41 - 42.31,5,"#dining, #family",CENTRAL
Bakalaki Greek Taverna,restaurant,1.2920646,103.837965,RIVER VALLEY,Martin Road,37.86 - 43.69,1,"#dining, #yummy",CENTRAL
Omot,restaurant,1.3546748,103.8309133,BISHAN,Upper Thomson Rd,37.61 - 49.72,3,"#dining, #family, #luxury, #social",CENTRAL
Seared,restaurant,1.3052756,103.8252223,ORCHARD,Tanglin Road,38.00 - 44.45,1,"#bonding, #date-night, #dining, #family, #social",CENTRAL
Nandos,restaurant,1.3049835,103.8234299,ORCHARD,Tanglin Road,32.61 - 38.47,5,"#bonding, #date-night, #dining, #luxury",CENTRAL
Day & Night,restaurant,1.284089,103.8342887,BUKIT MERAH,Eng Hoon Street,31.97 - 45.56,5,"#bonding, #dining, #family, #social",CENTRAL
Sin Hoi Sai,restaurant,1.2847398,103.8339874,BUKIT MERAH,Tiong Bahru Road,38.33 - 48.99,2,"#dining, #luxury, #social",CENTRAL
Tuk Wan Kitchen,restaurant,1.3715052,103.8290802,ANG MO KIO,Jalan Leban,34.61 - 43.16,4,"#date-night, #dining, #family, #luxury, #social",NORTH-EAST
Sahara,restaurant,1.287386,103.8492928,SINGAPORE RIVER,Boat Quay,49.36 - 61.46,4,"#date-night, #dining, #luxury, #social",CENTRAL
Sultan Palace,restaurant,1.2880896,103.8493166,SINGAPORE RIVER,Boat Quay,45.04 - 55.23,1,"#date-night, #dining, #family, #social",CENTRAL
Wen Dou Sek,restaurant,1.3142194,103.8784288,GEYLANG,Sims Avenue,43.78 - 52.23,5,"#bonding, #dining, #family",CENTRAL
Jalan Sultan Prawn Mee,restaurant,1.3111754,103.8725526,KALLANG,Jalan Ayer,35.91 - 42.90,2,"#bonding, #dining, #family, #social",CENTRAL
A Noodle Story,restaurant,1.2791052,103.8465162,DOWNTOWN CORE,Maxwell Road,41.30 - 52.15,4,"#bonding, #dining, #family",CENTRAL
Blanco Court Prawn Mee,restaurant,1.3001978,103.8595808,ROCHOR,Beach Road,45.78 - 54.99,3,"#bonding, #dining",CENTRAL
Bacino,restaurant,1.3073273,103.9073047,MARINE PARADE,East Coast Road,39.28 - 44.93,4,"#bonding, #dining, #luxury, #social",CENTRAL
328 Katong Laksa,restaurant,1.3050004,103.9032941,MARINE PARADE,East Coast Road,33.27 - 46.42,3,"#dining, #luxury, #pet-friendly",CENTRAL
The Mango Tree Coastal Restaurant,restaurant,1.3055213,103.9041169,MARINE PARADE,East Coast Road,31.33 - 36.64,4,"#dining, #yummy",CENTRAL
Genki Sushi,restaurant,1.3000551,103.8541314,ROCHOR,Victoria Street,47.99 - 53.77,4,"#dining, #family, #social",CENTRAL
Tres Amigos,restaurant,1.3003588,103.8593791,ROCHOR,Haji Lane,41.02 - 49.56,1,"#date-night, #dining, #luxury, #social",CENTRAL
LA Pizzaiola,restaurant,1.3815796,103.8296633,ANG MO KIO,kalidassa avenue,30.93 - 39.08,2,"#dining, #yummy",NORTH-EAST
Modern Cuisine,restaurant,1.2937547,103.8417427,RIVER VALLEY,Mohamed Sultan Road,45.73 - 56.63,1,"#dining, #family, #pet-friendly",CENTRAL
Amber Tandoor Restaurant,restaurant,1.3090559,103.8532319,ROCHOR,Serangoon Road,46.24 - 54.69,3,"#dining, #luxury, #social",CENTRAL
Burning Oak,restaurant,1.3314627,103.9483651,BEDOK,Bedok Road,35.06 - 48.54,2,"#bonding, #dining, #family, #social",EAST
Da Bao Lorong 15,restaurant,1.3140835,103.8780875,GEYLANG,Sims Avenue,38.17 - 48.75,3,"#dining, #yummy",CENTRAL
Fish & Chicks,restaurant,1.3733616,103.8540159,ANG MO KIO,Ang Mo Kio Avenue 10,30.10 - 41.78,2,"#dining, #family, #social",NORTH-EAST
Beach Road Prawn Noodles,restaurant,1.3085282,103.9111152,BEDOK,East Coast Road,49.99 - 63.32,3,"#date-night, #dining, #family",EAST
Rubato,restaurant,1.3311997,103.8070448,BUKIT TIMAH,Greenwood Avenue,42.72 - 52.22,3,"#bonding, #dining, #family, #social",CENTRAL
Two Chefs Sin Ming Ave,restaurant,1.3633088,103.8356651,BISHAN,Sin Ming Avenue,37.86 - 48.64,5,"#bonding, #dining, #family",CENTRAL
Kam Jia Zhuang Seafood 01-1690,restaurant,1.3684673,103.8441542,ANG MO KIO,Ang Mo Kio Avenue 3,41.94 - 53.28,3,"#bonding, #dining, #pet-friendly, #social",NORTH-EAST
Iskina Cebu  Timbre 01-27,restaurant,1.2974261,103.7872874,QUEENSTOWN,Ayer Rajah Crescent,44.64 - 50.79,5,"#dining, #family, #pet-friendly",CENTRAL
Wedang  Golden Mile,restaurant,1.303137,103.8639373,KALLANG,Beach Road,44.51 - 52.01,3,"#bonding, #dining, #family",CENTRAL
