name,category,lat,lon,brand,address,website,phone,district,street,price,popularity,characteristic
Ngee Fou Restaurant Ampang Yueng Tow Fu,restaurant,1.3994469,103.8179249,,Upper Thomson Road,,,YISHUN,Upper Thomson Road,32.05 - 38.45,4,"#date-night, #dining, #luxury"
Mookata,restaurant,1.3984544,103.8183095,,Upper Thomson Road,,,YISHUN,Upper Thomson Road,30.59 - 36.76,2,"#date-night, #dining, #family"
Meeras Curry Banana Leaf,restaurant,1.3985789,103.8182593,,Upper Thomson Road,,,YISHUN,Upper Thomson Road,31.18 - 38.83,4,"#bonding, #dining, #family"
宏记肉骨茶,restaurant,1.3986393,103.818235,,Upper Thomson Road,,,YISHUN,Upper Thomson Road,48.14 - 59.62,4,"#bonding, #dining, #family"
Soon Kee Duck Rice Eating House,restaurant,1.3982104,103.8184078,,Upper Thomson Road,,,YISHUN,Upper Thomson Road,31.01 - 41.42,3,"#bonding, #date-night, #dining"
Bee Heong Palace Restaurant,restaurant,1.3713339,103.8289612,,Jalan Leban,,,ANG MO KIO,Jalan Leban,44.67 - 59.15,3,"#dining, #family, #luxury"
Springleaf Taiwan Porridge,restaurant,1.3717296,103.829236,,Jalan Leban,,,ANG MO KIO,Jalan Leban,49.99 - 58.32,2,"#bonding, #dining, #social"
Koat Aroy,restaurant,1.336207,103.8864541,,Irving Place,,+65 6386 7475,TOA PAYOH,Irving Place,34.78 - 45.98,3,"#bonding, #dining"
The Boneless Kitchen,restaurant,1.3360587,103.8860727,,Irving Place,https://thebonelesskitchen.com/,+65 84576464,TOA PAYOH,Irving Place,37.26 - 43.83,4,"#dining, #yummy"
Al Mubin Restaurant,restaurant,1.33295,103.9147837,,Bedok Reservoir Road,,,BEDOK,Bedok Reservoir Road,38.21 - 46.76,4,"#dining, #social"
So Good Char Chan Tang,restaurant,1.3000213,103.8373581,,Somerset Road,,+65 6493 0338,ORCHARD,Somerset Road,31.05 - 37.10,5,"#date-night, #dining, #family"
iSTEAKS @ myVillage,restaurant,1.364942,103.865216,,Maju Avenue,,,SERANGOON,Maju Avenue,37.92 - 49.64,1,"#bonding, #date-night, #dining"
Eat 3 Bowls,restaurant,1.3045173,103.8609166,,Crawford Lane,,,KALLANG,Crawford Lane,34.24 - 48.80,1,"#bonding, #date-night, #dining, #social"
Julaiha,restaurant,1.3323718,103.8846894,,MacPherson Road,,,GEYLANG,MacPherson Road,46.46 - 61.32,5,"#dining, #family, #luxury"
Peach Garden,restaurant,1.2883872,103.8372087,,Havelock Road,https://www.peachgarden.com.sg/,,SINGAPORE RIVER,Havelock Road,41.75 - 54.76,3,"#date-night, #dining, #luxury"
Peach Garden,restaurant,1.2851052,103.8488766,,Chulia Street,https://www.peachgarden.com.sg/,+65 65357833,DOWNTOWN CORE,Chulia Street,40.38 - 49.65,5,"#date-night, #dining, #family, #social"
Tsuta Japanese Soba Noodles,restaurant,1.2634496,103.8226922,,Harbourfront Walk,,,BUKIT MERAH,Harbourfront Walk,45.01 - 58.18,5,"#dining, #family, #social"
Lepak One Corner by Yassin Kampung,restaurant,1.3947869,103.8884548,,Anchorvale Road,http://yassin.com.sg/menu-sengkang,+65 6920 8808,SENGKANG,Anchorvale Road,45.36 - 57.92,2,"#bonding, #dining, #family, #social"
Paradise Dynasty,restaurant,1.3562824,103.9863733,,Airport Blvd,https://www.paradisegp.com/brand-paradise-dynasty/,+65 6242 4372,CHANGI,Airport Blvd,40.30 - 54.64,3,"#bonding, #date-night, #dining, #social"
Din Tai Fung,restaurant,1.3000571,103.8448187,Din Tai Fung,Orchard Road,,,MUSEUM,Orchard Road,48.32 - 62.63,3,"#bonding, #dining, #family, #social"
Marmaris,restaurant,1.3055021,103.8528995,,Dunlop Street,https://www.marmaris.sg/,+65-6291 3001,ROCHOR,Dunlop Street,31.38 - 36.83,5,"#bonding, #date-night, #dining, #family, #social"
Genki Sushi,restaurant,1.3006708,103.8447839,,Orchard Road,https://www.genkisushi.com.sg/,,MUSEUM,Orchard Road,40.94 - 47.80,4,"#dining, #pet-friendly"
Uncle Fong Hot pot Restaurant 方叔叔重慶老火鍋,restaurant,1.293488,103.8568939,,Suntec City,,+65 65139565,DOWNTOWN CORE,Suntec City,33.53 - 42.37,1,"#bonding, #dining, #social"
Genki Sushi,restaurant,1.2954542,103.8579804,,Temasek Boulevard,https://www.genkisushi.com.sg/,+65 6816 8880,DOWNTOWN CORE,Temasek Boulevard,34.91 - 48.13,2,"#bonding, #dining, #family, #social"
Rolling Rice,restaurant,1.2920302,103.8565944,,Raffles Boulevard,,+65 6222 0801,DOWNTOWN CORE,Raffles Boulevard,36.38 - 47.09,1,"#dining, #luxury"
Nanjya Monjya,restaurant,1.2901207,103.8353797,,Havelock Road,http://nanjyamonjya.com/,+65 6738 7177,SINGAPORE RIVER,Havelock Road,32.02 - 43.46,4,"#bonding, #date-night, #dining, #social"
Lotus Vegetarian,restaurant,1.3205224,103.8428746,,Irrawaddy Road,,,NOVENA,Irrawaddy Road,48.76 - 60.58,1,"#bonding, #dining, #family, #social"
Jiak Modern Tze Char,restaurant,1.3634382,103.7644358,,Hillview Rise,https://jiak.com.sg/,+65 6265 1097,BUKIT BATOK,Hillview Rise,48.65 - 53.84,3,"#bonding, #date-night, #dining, #family, #luxury"
Hyangtogol,restaurant,1.2940456,103.8533883,,Raffles City,,+65 6336 4745,DOWNTOWN CORE,Raffles City,31.11 - 37.08,1,"#bonding, #dining"
Ippudo,restaurant,1.2941476,103.8531987,Ippudo,Raffles City,http://www.ippudo.com.sg/,+65 6259 0113,DOWNTOWN CORE,Raffles City,43.91 - 50.59,4,"#date-night, #dining, #family"
Sushi Tei,restaurant,1.2945024,103.8531304,,Raffles City,https://sushitei.com/,+65 6334 7887,DOWNTOWN CORE,Raffles City,49.72 - 63.45,1,"#bonding, #dining, #family"
Tsui Wah Restaurant,restaurant,1.3023228,103.8374623,,Orchard Road,,,ORCHARD,Orchard Road,30.19 - 36.91,1,"#dining, #family, #luxury"
Le Shrimp Ramen,restaurant,1.3576152,103.9871316,Le Shrimp Ramen,Airport Boulevard,https://www.paradisegp.com/,,CHANGI,Airport Boulevard,44.30 - 57.12,4,"#date-night, #dining"
Canton Paradise,restaurant,1.3577389,103.987165,Canton Paradise,Airport Boulevard,https://www.paradisegp.com/,,CHANGI,Airport Boulevard,37.95 - 52.37,1,"#bonding, #dining, #family, #luxury"
Swensen's,restaurant,1.3566135,103.987105,Swensen's,Airport Boulevard,https://www.swensens.com.sg/,+65 6242 3669,CHANGI,Airport Boulevard,33.05 - 41.80,2,"#date-night, #dining"
A-One,restaurant,1.3562995,103.9865674,,Airport Boulevard,https://aonegroup.sg/,+65 6283 0905,CHANGI,Airport Boulevard,43.45 - 50.42,5,"#date-night, #dining, #luxury"
Pizza Hut,restaurant,1.3268769,103.8459689,Pizza Hut,Balestier Road,,,NOVENA,Balestier Road,36.20 - 47.88,5,"#dining, #family, #social"
Amoy Don,restaurant,1.2794779,103.8466116,,Maxwell Road,https://www.instagram.com/amoydon/,,DOWNTOWN CORE,Maxwell Road,46.47 - 55.76,2,"#bonding, #date-night, #dining, #family"
IPPUDO,restaurant,1.3061106,103.8318689,IPPUDO,Scotts Road,http://www.ippudo.com.sg/,+65 6235 2547,ORCHARD,Scotts Road,48.12 - 59.11,5,"#bonding, #dining"
Amoy Don,restaurant,1.2795418,103.8467113,,Maxwell Road,https://linktr.ee/Amoydon,97693796,DOWNTOWN CORE,Maxwell Road,41.71 - 49.50,2,"#date-night, #dining, #family, #social"
Pepper Lunch,restaurant,1.333145,103.7434464,Pepper Lunch,Jurong Gateway Road,https://www.pepperlunch.com.sg/,,JURONG EAST,Jurong Gateway Road,37.22 - 50.38,5,"#date-night, #dining"
Paradise Dynasty,restaurant,1.3177356,103.8930406,,Paya Lebar Road,,+65 6805 8935,GEYLANG,Paya Lebar Road,48.92 - 57.43,5,"#bonding, #dining"
Platypus Cantina,restaurant,1.3066812,103.905846,,East Coast Road,,,MARINE PARADE,East Coast Road,41.76 - 54.35,5,"#dining, #social"
Sukiya,restaurant,1.2946309,103.8602679,,Suntec City,,,DOWNTOWN CORE,Suntec City,44.35 - 54.73,2,"#bonding, #dining, #family, #social"
Chimichanga,restaurant,1.3048266,103.85387,,Dunlop Street,https://www.chimichanga.sg/,+65 62933314,ROCHOR,Dunlop Street,40.21 - 50.63,4,"#dining, #social"
Little Vietnam,restaurant,1.3141442,103.8917902,,Guillemard Road,https://littlevietnamsg.weebly.com/,,GEYLANG,Guillemard Road,38.99 - 53.87,2,"#dining, #family, #luxury, #pet-friendly, #social"
Ichikokudo,restaurant,1.3173333,103.8928269,,PLQ Mall,,,GEYLANG,PLQ Mall,41.22 - 50.30,4,"#dining, #yummy"
Penang Culture,restaurant,1.3508707,103.8720924,Penang Culture,Serangoon Central,http://www.gdgroup.com.sg/,+65 6634 0667,SERANGOON,Serangoon Central,45.20 - 50.44,2,"#date-night, #dining, #pet-friendly, #social"
Genki Sushi,restaurant,1.3507018,103.8726906,Genki Sushi,Serangoon Central,https://www.genkisushi.com.sg/,+65 6974 7061,SERANGOON,Serangoon Central,39.21 - 49.80,3,"#date-night, #dining, #family, #luxury"
Dian Xiao Er,restaurant,1.3507969,103.8719288,Dian Xiao Er,Serangoon Central,https://www.dianxiaoer.com.sg/,+65 6634 4828,SERANGOON,Serangoon Central,44.75 - 57.22,1,"#dining, #family, #luxury, #pet-friendly, #social"
Mr. Biryani,restaurant,1.3080313,103.8540173,,Norris Road,http://www.mrbiryanisg.com/,+65 8661 4271,ROCHOR,Norris Road,31.09 - 44.21,3,"#bonding, #dining, #family"
East Treasure Chinese Restaurant 東寶之東方明珠,restaurant,1.331887,103.8494126,,Lorong 6 Toa Payoh,https://easttreasure.com.sg/,+65 62524645,TOA PAYOH,Lorong 6 Toa Payoh,33.27 - 41.79,4,"#bonding, #dining, #family, #pet-friendly, #social"
Monster Curry,restaurant,1.3198987,103.8437569,Monster Curry,Thomson Road,https://www.monstercurry.com.sg/,+65 6250 8235,NOVENA,Thomson Road,45.86 - 59.69,5,"#dining, #family, #luxury"
Nasi Padang Indonesia Bandung,restaurant,1.3901864,103.9090298,,Rivervale Crescent,,,SENGKANG,Rivervale Crescent,33.57 - 46.76,5,"#bonding, #date-night, #dining"
Guzman y Gomez,restaurant,1.2770015,103.8453771,Guzman y Gomez,1 Wallich St Guoco Tower,https://www.gyg.com.sg/,+65 6386 7431,DOWNTOWN CORE,1 Wallich St Guoco Tower,38.76 - 51.70,1,"#bonding, #date-night, #dining, #family"
Sushi Express,restaurant,1.3723461,103.9499269,Sushi Express,Pasir Ris Central Street 3,https://www.sushiexpress.com.sg/home,+65 65850978,PASIR RIS,Pasir Ris Central Street 3,42.88 - 51.42,2,"#dining, #family, #social"
Saizeriya,restaurant,1.3723914,103.9493384,Saizeriya,Pasir Ris Central Street 3,https://www.saizeriya.com.sg/,6563854234,PASIR RIS,Pasir Ris Central Street 3,37.49 - 51.56,2,"#bonding, #dining, #social"
Yakiniku OK!,restaurant,1.3723813,103.9493433,,Pasir Ris Central Street 3,https://www.facebook.com/yakinikuok/,6568449003,PASIR RIS,Pasir Ris Central Street 3,45.27 - 56.10,2,"#dining, #luxury"
Qi Ji,restaurant,1.3722561,103.9498927,,Pasir Ris Central Street 3,https://www.qiji.com.sg/,,PASIR RIS,Pasir Ris Central Street 3,31.03 - 37.38,2,"#bonding, #dining, #family, #social"
Men Men Don Don,restaurant,1.3723198,103.9498828,,Pasir Ris Central Street 3,http://mmdd.com.sg/,+65 65834048,PASIR RIS,Pasir Ris Central Street 3,37.15 - 47.50,2,"#bonding, #dining"
The Soup Spoon Union,restaurant,1.3724528,103.9499947,,Pasir Ris Central Street 3,,,PASIR RIS,Pasir Ris Central Street 3,30.37 - 36.80,4,"#bonding, #dining"
Edo Shokudo,restaurant,1.3722862,103.9497739,,Pasir Ris Central Street 3,,6562140486,PASIR RIS,Pasir Ris Central Street 3,32.11 - 45.01,5,"#dining, #social"
Xin Wang Hong Kong Café,restaurant,1.3722356,103.949851,,Pasir Ris Central Street 3,https://www.xinwang.com.sg/,+65 6585 0756,PASIR RIS,Pasir Ris Central Street 3,41.99 - 51.86,4,"#dining, #social"
85 Redhill,restaurant,1.3722653,103.949745,,Pasir Ris Central Street 3,,,PASIR RIS,Pasir Ris Central Street 3,46.50 - 60.24,4,"#bonding, #dining, #family, #social"
Food Splash,restaurant,1.2968138,103.8995102,,East Coast Park Service Road,http://fpgrp.com.sg/,63974097,MARINE PARADE,East Coast Park Service Road,47.60 - 60.79,1,"#bonding, #dining, #social"
Atmosphere Bistro,restaurant,1.2985153,103.906169,,East Coast Parkway,https://atmosphere-bistro.com.sg/,64409705,MARINE PARADE,East Coast Parkway,41.75 - 55.62,5,"#date-night, #dining, #family"
Tash Tish Tosh,restaurant,1.301236,103.912927,,East Coast Parkway,https://www.tashtishtosh.com/,,MARINE PARADE,East Coast Parkway,32.84 - 39.01,4,"#date-night, #dining, #family"
East Coast Commune,restaurant,1.3013588,103.9128947,,East Coast Parkway,https://www.eccommune.com/,,MARINE PARADE,East Coast Parkway,43.57 - 56.98,5,"#bonding, #dining, #family, #luxury, #pet-friendly"
My Briyani House,restaurant,1.3014881,103.9128607,,East Coast Parkway,,67425522,MARINE PARADE,East Coast Parkway,39.72 - 47.19,1,"#bonding, #dining, #luxury, #pet-friendly"
Ng Ah Sio Pork Ribs Eating House,restaurant,1.3176252,103.8528521,,Rangoon Road,,,KALLANG,Rangoon Road,43.13 - 51.19,4,"#dining, #family"
Yang Ming Seafood,restaurant,1.3446789,103.85577,,Bishan Street 11,,,BISHAN,Bishan Street 11,31.85 - 39.67,3,"#bonding, #dining, #family, #social"
Genki Sushi,restaurant,1.3006699,103.839657,Genki Sushi,Orchard Road,https://www.genkisushi.com.sg/,+65 6957 2724,ORCHARD,Orchard Road,39.01 - 50.24,4,"#dining, #family, #pet-friendly"
Sushi Express,restaurant,1.3006928,103.8385357,Sushi Express,Somerset Road,,+65 6509 5002,ORCHARD,Somerset Road,35.94 - 46.38,4,"#bonding, #dining"
Baan Kanom Thai,restaurant,1.3132062,103.8603959,,Jalan Besar,,,KALLANG,Jalan Besar,47.04 - 53.55,2,"#bonding, #date-night, #dining"
Wah Soon Kei Carrot Cake,restaurant,1.3038272,103.901067,,Mountbatten Road,,,MARINE PARADE,Mountbatten Road,32.22 - 37.33,3,"#dining, #social"
Jishuai BBQ,restaurant,1.3147088,103.8579185,,Serangoon Road,,,KALLANG,Serangoon Road,48.07 - 61.83,5,"#dining, #family"
Tamoya,restaurant,1.3011105,103.8449984,,Orchard Road,,,MUSEUM,Orchard Road,44.95 - 51.94,5,"#bonding, #dining, #family"
Nakajima Suisan,restaurant,1.3021153,103.8351999,,Orchard Road,,,ORCHARD,Orchard Road,38.40 - 49.99,2,"#bonding, #date-night, #dining, #family, #luxury, #social"
SUSHIRO,restaurant,1.2945614,103.8600451,,Temasek Boulevard,,,DOWNTOWN CORE,Temasek Boulevard,44.00 - 53.03,2,"#date-night, #dining, #family, #luxury"
Hjh Maimunah @ Jalan Pisang,restaurant,1.3031607,103.8585558,,Jalan Pisang,https://www.hjmaimunah.com/,+65-6297 4294,ROCHOR,Jalan Pisang,33.07 - 42.16,4,"#date-night, #dining, #social"
Suk's Thai Kitchen,restaurant,1.3139574,103.8544621,,Tessensohn Road,https://www.suksthaikitchen.com.sg,,KALLANG,Tessensohn Road,33.03 - 45.18,1,"#bonding, #dining, #family, #social"
Gokul Vegetarian Restaurant,restaurant,1.3064572,103.8525875,,Upper Dickson Road,,,ROCHOR,Upper Dickson Road,49.44 - 59.81,5,"#bonding, #dining, #social"
Komala's Fusion Dining,restaurant,1.306547,103.8523515,,Upper Dickson Road,,,ROCHOR,Upper Dickson Road,47.23 - 58.55,2,"#bonding, #dining, #family"
Bugis St. Chuen Chuen Chicken Rice,restaurant,1.3255244,103.8490365,,Balestier Road,,,NOVENA,Balestier Road,45.07 - 58.18,1,"#dining, #pet-friendly"
QJ Western Food - Hainanese Chicken Rice,restaurant,1.3030457,103.8509438,,Selegie Road,,,ROCHOR,Selegie Road,31.88 - 45.70,4,"#dining, #yummy"
Abundance,restaurant,1.3135197,103.859801,,Jalan Besar Road,https://www.a8undance.sg/,6580329525,KALLANG,Jalan Besar Road,45.83 - 54.12,2,"#bonding, #dining, #pet-friendly, #social"
八八六,restaurant,1.3138511,103.8598786,,Jalan Besar Road,,,KALLANG,Jalan Besar Road,38.29 - 43.48,5,"#dining, #family"
Olive,restaurant,1.3363364,103.8872901,,Irving Point,,,TOA PAYOH,Irving Point,30.10 - 42.97,4,"#bonding, #date-night, #dining, #luxury"
Ippudo,restaurant,1.2852624,103.8603515,Ippudo,Bayfront Avenue,http://www.ippudo.com.sg/,+65 66887064,DOWNTOWN CORE,Bayfront Avenue,47.89 - 55.73,4,"#dining, #family"
Ippudo,restaurant,1.2932889,103.8418073,Ippudo,River Valley Road,http://www.ippudo.com.sg/,+65 68875315,SINGAPORE RIVER,River Valley Road,35.16 - 42.67,3,"#bonding, #dining, #family, #luxury"
Wangi Garden,restaurant,1.3133897,103.8604198,,Jalan Besar,,,KALLANG,Jalan Besar,46.96 - 61.26,4,"#bonding, #dining"
Gu Ma Jia Private Kitchen,restaurant,1.3284558,103.869965,,Thai Thong Crescent,,,TOA PAYOH,Thai Thong Crescent,31.45 - 37.53,1,"#bonding, #dining, #family, #social"
Xin Peng La Mian Dao Xiao Mian,restaurant,1.3133738,103.8602587,,Jalan Besar,,,KALLANG,Jalan Besar,38.15 - 49.74,3,"#bonding, #dining, #family, #pet-friendly"
Founder Bak Kut Teh,restaurant,1.3059775,103.8605075,,Jalan Sultan,,,KALLANG,Jalan Sultan,43.73 - 54.43,5,"#dining, #family"
Ah Hui Big Prawn Noodle,restaurant,1.3255499,103.8489844,,Balestier Road,,,NOVENA,Balestier Road,34.76 - 48.56,3,"#bonding, #dining, #family, #pet-friendly"
Authentic Siam,restaurant,1.323148,103.8550953,,Whampoa Drive,,,NOVENA,Whampoa Drive,38.58 - 45.97,5,"#dining, #family, #social"
Japan Korea Cuisine,restaurant,1.3232396,103.8547944,,Whampoa Drive,,,NOVENA,Whampoa Drive,48.35 - 61.94,5,"#bonding, #date-night, #dining, #luxury"
Bonchon Chicken,restaurant,1.3035757,103.8334327,Bonchon Chicken,Orchard Road,https://bonchon.sg/,,ORCHARD,Orchard Road,49.46 - 58.21,4,"#bonding, #dining, #family"
Sushi Express,restaurant,1.3968091,103.7467917,,Choa Chu Kang North 6,,,CHOA CHU KANG,Choa Chu Kang North 6,33.63 - 46.88,2,"#dining, #family, #social"
Diamond Kitchen,restaurant,1.3096787,103.931026,,Marine Parade Rd,,6448 0629,BEDOK,Marine Parade Rd,34.12 - 46.59,4,"#date-night, #dining, #family"
Yong's Teochew Kueh,restaurant,1.3628934,103.8883374,,Upper Serangoon Road,,,HOUGANG,Upper Serangoon Road,45.89 - 53.53,3,"#date-night, #dining, #social"
,restaurant,1.2873363,103.8313906,,Jalan Bukit Ho Swee,,,BUKIT MERAH,Jalan Bukit Ho Swee,34.84 - 41.55,1,"#dining, #family"
Beurre,restaurant,1.2791486,103.8402466,,Bukit Pasoh Rd,,+65 9660 0597,OUTRAM,Bukit Pasoh Rd,30.42 - 37.35,3,"#bonding, #date-night, #dining, #family, #pet-friendly"
Monzushi,restaurant,1.280137,103.8435282,,Neil Road,https://www.monzushi.com/,+65 62277088,OUTRAM,Neil Road,40.59 - 51.83,2,"#dining, #pet-friendly"
Acoustic Coffee Bar,restaurant,1.2794712,103.8424199,,Neil Road,,,OUTRAM,Neil Road,47.37 - 55.57,3,"#dining, #family, #social"
L'Entrecôte Customs House,restaurant,1.2827934,103.8533065,,Collyer Quay,https://www.dhm.com.sg/lentrecote,6690 7565,DOWNTOWN CORE,Collyer Quay,35.51 - 46.11,5,"#date-night, #dining, #family, #pet-friendly"
Cô Chung,restaurant,1.2870415,103.8486728,,Loring Telok,,,SINGAPORE RIVER,Loring Telok,31.21 - 45.06,5,"#bonding, #dining, #family, #social"
Prince Noodles,restaurant,1.3133774,103.8605152,,Jalan Besar,,,KALLANG,Jalan Besar,40.16 - 45.68,5,"#bonding, #dining"
So Good Char Chan Tang,restaurant,1.2929312,103.8512616,,Stamford Road Capitol Piazza,,+65 69806478,DOWNTOWN CORE,Stamford Road Capitol Piazza,42.36 - 51.58,1,"#bonding, #dining, #family"
Ramen Keisuke Tonkotsu King 豚骨王,restaurant,1.3113603,103.7951873,,Lorong Mambong,https://www.keisuke.sg/,+65 64634344,QUEENSTOWN,Lorong Mambong,31.96 - 44.39,4,"#date-night, #dining, #family, #pet-friendly"
Wang Dae Bak Grill,restaurant,1.3107682,103.7952935,,Lorong Liput Holland Piazza,https://www.wangdaebakbbq.sg/,+65 8509 8263,QUEENSTOWN,Lorong Liput Holland Piazza,44.08 - 50.27,4,"#dining, #yummy"
Mizuki,restaurant,1.3023052,103.8348718,,Orchard Road Takashimaya S.C.,https://www.restaurantmizuki.com/,+65 67346308,ORCHARD,Orchard Road Takashimaya S.C.,33.31 - 47.39,1,"#date-night, #dining, #family, #social"
151 Rocovo Restaurant,restaurant,1.3181532,103.8438913,,Thomson Road,,,NOVENA,Thomson Road,33.94 - 39.67,5,"#bonding, #date-night, #dining, #family"
Siam Village,restaurant,1.3303011,103.8748895,,Jalan Wangi,https://www.siamvillage.com.sg/,+65 6284 0630,TOA PAYOH,Jalan Wangi,37.11 - 45.56,1,"#bonding, #date-night, #dining"
Din Tai Fung,restaurant,1.319896,103.8434272,Din Tai Fung,Thomson Road,,,NOVENA,Thomson Road,46.37 - 56.21,1,"#bonding, #date-night, #dining, #family, #pet-friendly"
Le Shrimp Ramen,restaurant,1.300126,103.8445417,,Orchard Road,https://www.paradisegp.com/,,MUSEUM,Orchard Road,41.91 - 52.24,5,"#dining, #family"
Canton Paradise,restaurant,1.3001003,103.84453,,Orchard Road,https://www.paradisegp.com/,+65 69952491,MUSEUM,Orchard Road,43.35 - 49.80,3,"#bonding, #dining, #family, #social"
Takagi Ramen,restaurant,1.4350053,103.7858421,,Woodlands Square,,,WOODLANDS,Woodlands Square,38.67 - 50.35,2,"#bonding, #date-night, #dining, #family"
Cat and the Fiddle Cafe,restaurant,1.4347251,103.7856288,,Woodlands Square,,,WOODLANDS,Woodlands Square,34.16 - 39.99,1,"#date-night, #dining, #family"
Kei Kaisendon,restaurant,1.4346353,103.7854719,,Woodlands Square,,,WOODLANDS,Woodlands Square,32.20 - 42.09,5,"#dining, #family, #social"
Ivy's Hainanese Mutton Soup,restaurant,1.2758072,103.7914871,,Pasir Panjang Road,https://www.facebook.com/ivysmuttonsoup/,+65 9818 8219,QUEENSTOWN,Pasir Panjang Road,40.33 - 48.66,1,"#bonding, #dining, #family, #social"
SUSHIRO,restaurant,1.305564,103.8316882,,Orchard Road,,+65 6514 0390,ORCHARD,Orchard Road,34.22 - 45.24,2,"#dining, #pet-friendly, #social"
Sanpoutei Ramen,restaurant,1.3055499,103.8316566,,Orchard Road,http://sanpoutei.sg/,+65 6836 4644,ORCHARD,Orchard Road,43.85 - 58.00,2,"#date-night, #dining, #family, #social"
Rangooli North Indian Cuisine,restaurant,1.3024051,103.7642056,,Clementi West Street 2,,,CLEMENTI,Clementi West Street 2,44.53 - 53.96,2,"#bonding, #dining, #pet-friendly, #social"
White Curry,restaurant,1.3023763,103.7641386,,Clementi West Street 2,,,CLEMENTI,Clementi West Street 2,48.32 - 61.68,2,"#date-night, #dining, #social"
Botak Jones,restaurant,1.3341066,103.8827195,,Kampong Ampat,,,TOA PAYOH,Kampong Ampat,37.38 - 45.69,2,"#bonding, #date-night, #dining, #family, #luxury, #social"
Canton Paradise,restaurant,1.3507597,103.8717879,,nex,https://www.paradisegp.com/,+65 6805 8179,SERANGOON,nex,39.84 - 53.07,3,"#bonding, #dining, #luxury"
OMMA Korean Charcoal BBQ - Bukit Timah,restaurant,1.3435302,103.775059,,Cheong Chin Nam Road,https://omma.com.sg/,6513 9553,BUKIT TIMAH,Cheong Chin Nam Road,47.05 - 56.04,5,"#bonding, #dining, #family"
ASTONS Specialities,restaurant,1.2636051,103.8227824,,VivoCity,,,BUKIT MERAH,VivoCity,34.12 - 47.31,2,"#dining, #yummy"
Paradise Dynasty,restaurant,1.2635153,103.8222379,,VivoCity,https://www.paradisegp.com/,+65 62066629,BUKIT MERAH,VivoCity,49.44 - 61.88,1,"#dining, #yummy"
Un-Yang-Kor-Dai Singapore,restaurant,1.2871169,103.8483333,,South Bridge Road,,,SINGAPORE RIVER,South Bridge Road,40.14 - 50.25,3,"#bonding, #dining, #family"
Lumo Bar & Restaurant,restaurant,1.2876356,103.8482724,,South Bridge Road,https://www.lumo.sg/,+658921 3818,SINGAPORE RIVER,South Bridge Road,45.79 - 59.43,4,"#date-night, #dining, #family"
Legendary Bak Kut Teh At South Bridge 發传人肉骨茶,restaurant,1.2878812,103.8483939,Legendary Bak Kut Teh,South Bridge Road,http://www.legendarybkt.com/,6535 9969,SINGAPORE RIVER,South Bridge Road,49.79 - 60.77,2,"#bonding, #date-night, #dining, #family"
D'Star Bistro,restaurant,1.3404335,103.9625687,,Somapah Road,https://order.dstarbistro.com.sg/,+65 6904 5477,TAMPINES,Somapah Road,30.26 - 44.46,2,"#bonding, #date-night, #dining"
SUTD Canteen,restaurant,1.3410513,103.963024,,Somapah Road,,,TAMPINES,Somapah Road,30.01 - 37.54,5,"#dining, #family, #luxury, #social"
The Malayan Council,restaurant,1.3009427,103.8599819,,Bussorah Street,,,ROCHOR,Bussorah Street,43.87 - 55.64,3,"#bonding, #dining, #social"
Inori Japanese Dining,restaurant,1.367824,103.766317,,Upper Bukit Timah Road,https://linktr.ee/inorisingapore,+65 8819 2175,BUKIT PANJANG,Upper Bukit Timah Road,41.42 - 48.51,4,"#date-night, #dining, #family, #pet-friendly"
Vatan Se,restaurant,1.3029541,103.896774,,Tanjong Katong Road,,,MARINE PARADE,Tanjong Katong Road,36.26 - 49.24,1,"#bonding, #dining, #luxury, #social"
Tims Restaurant & Cafe,restaurant,1.3392121,103.8490098,,Lorong 4 Toa Payoh,https://timsrestaurantandcafe.sg/,+65 6250 5246,TOA PAYOH,Lorong 4 Toa Payoh,46.39 - 57.80,3,"#bonding, #dining, #family"
Stella Seaside Lounge,restaurant,1.3162109,103.9774982,,Changi Coast Walk,https://www.stella.com.sg/,,TAMPINES,Changi Coast Walk,35.00 - 48.73,2,"#bonding, #dining, #family, #social"
Nalaa Restaurant,restaurant,1.3056341,103.8529905,,Dunlop Street,,,ROCHOR,Dunlop Street,40.68 - 47.49,2,"#dining, #family, #pet-friendly"
Ng Khan Chilli Pan Mee,restaurant,1.3125459,103.8603112,,Foch Road,,,KALLANG,Foch Road,47.25 - 60.79,5,"#dining, #family"
Estate,restaurant,1.3021964,103.8359667,,Orchard Road,http://www.hiltonsingaporeorchard.com/estate,+65 6831 6270,ORCHARD,Orchard Road,40.11 - 48.21,5,"#bonding, #date-night, #dining, #family, #luxury"
,restaurant,1.3233745,103.8105325,,Coronation Road,,,BUKIT TIMAH,Coronation Road,32.24 - 41.13,5,"#bonding, #dining"
Otto Ristorante,restaurant,1.2770993,103.8463718,,Maxwell Road,https://www.ottoristorante.com.sg/,,DOWNTOWN CORE,Maxwell Road,33.15 - 44.82,2,"#dining, #family"
Apoze Coffee Shop,restaurant,1.3380553,103.8867951,,Upper Paya Lebar Road,,,TOA PAYOH,Upper Paya Lebar Road,30.60 - 41.24,2,"#bonding, #dining, #family, #pet-friendly"
Yhingthai Palace,restaurant,1.2966518,103.8548195,,Purvis Street,,,DOWNTOWN CORE,Purvis Street,45.46 - 55.74,2,"#dining, #family, #social"
